mode,filename,shape_ok,affine_ok,shape_t1c,shape_gtv
train,BraTS-MEN-RT-0315-1_t1c_bet.nii.gz,True,True,"(260, 260, 187)","(260, 260, 187)"
train,BraTS-MEN-RT-0316-1_t1c_bet.nii.gz,True,True,"(259, 259, 187)","(259, 259, 187)"
train,BraTS-MEN-RT-0317-1_t1c_bet.nii.gz,True,True,"(260, 260, 192)","(260, 260, 192)"
train,BraTS-MEN-RT-0318-1_t1c_bet.nii.gz,True,True,"(250, 250, 186)","(250, 250, 186)"
train,BraTS-MEN-RT-0319-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0320-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0321-1_t1c_bet.nii.gz,True,True,"(380, 380, 213)","(380, 380, 213)"
train,BraTS-MEN-RT-0322-1_t1c_bet.nii.gz,True,True,"(240, 240, 180)","(240, 240, 180)"
train,BraTS-MEN-RT-0323-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0325-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
train,BraTS-MEN-RT-0326-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0327-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0330-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0332-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0334-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0335-1_t1c_bet.nii.gz,True,True,"(259, 259, 181)","(259, 259, 181)"
train,BraTS-MEN-RT-0336-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
train,BraTS-MEN-RT-0337-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0338-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0339-1_t1c_bet.nii.gz,True,True,"(250, 250, 214)","(250, 250, 214)"
train,BraTS-MEN-RT-0340-1_t1c_bet.nii.gz,True,True,"(256, 256, 171)","(256, 256, 171)"
train,BraTS-MEN-RT-0342-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0343-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0344-1_t1c_bet.nii.gz,True,True,"(259, 259, 187)","(259, 259, 187)"
train,BraTS-MEN-RT-0347-1_t1c_bet.nii.gz,True,True,"(380, 380, 256)","(380, 380, 256)"
train,BraTS-MEN-RT-0348-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0349-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0350-1_t1c_bet.nii.gz,True,True,"(250, 250, 167)","(250, 250, 167)"
train,BraTS-MEN-RT-0351-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0354-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0355-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0356-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0358-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0360-1_t1c_bet.nii.gz,True,True,"(250, 250, 207)","(250, 250, 207)"
train,BraTS-MEN-RT-0361-1_t1c_bet.nii.gz,True,True,"(250, 250, 188)","(250, 250, 188)"
train,BraTS-MEN-RT-0363-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0364-1_t1c_bet.nii.gz,True,True,"(220, 220, 156)","(220, 220, 156)"
train,BraTS-MEN-RT-0365-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0367-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0369-1_t1c_bet.nii.gz,True,True,"(270, 270, 177)","(270, 270, 177)"
train,BraTS-MEN-RT-0370-1_t1c_bet.nii.gz,True,True,"(240, 240, 256)","(240, 240, 256)"
train,BraTS-MEN-RT-0371-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0372-1_t1c_bet.nii.gz,True,True,"(259, 259, 180)","(259, 259, 180)"
train,BraTS-MEN-RT-0373-1_t1c_bet.nii.gz,True,True,"(260, 260, 162)","(260, 260, 162)"
train,BraTS-MEN-RT-0374-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0375-1_t1c_bet.nii.gz,True,True,"(260, 260, 156)","(260, 260, 156)"
train,BraTS-MEN-RT-0376-1_t1c_bet.nii.gz,True,True,"(256, 256, 256)","(256, 256, 256)"
train,BraTS-MEN-RT-0377-1_t1c_bet.nii.gz,True,True,"(259, 259, 189)","(259, 259, 189)"
train,BraTS-MEN-RT-0378-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0380-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0382-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0383-1_t1c_bet.nii.gz,True,True,"(250, 250, 200)","(250, 250, 200)"
train,BraTS-MEN-RT-0384-1_t1c_bet.nii.gz,True,True,"(254, 254, 243)","(254, 254, 243)"
train,BraTS-MEN-RT-0385-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0387-1_t1c_bet.nii.gz,True,True,"(279, 279, 173)","(279, 279, 173)"
train,BraTS-MEN-RT-0388-1_t1c_bet.nii.gz,True,True,"(256, 256, 185)","(256, 256, 185)"
train,BraTS-MEN-RT-0390-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0391-1_t1c_bet.nii.gz,True,True,"(239, 239, 201)","(239, 239, 201)"
train,BraTS-MEN-RT-0392-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0393-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
train,BraTS-MEN-RT-0394-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0395-1_t1c_bet.nii.gz,True,True,"(380, 380, 323)","(380, 380, 323)"
train,BraTS-MEN-RT-0396-1_t1c_bet.nii.gz,True,True,"(250, 250, 187)","(250, 250, 187)"
train,BraTS-MEN-RT-0397-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0398-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0400-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0401-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0402-1_t1c_bet.nii.gz,True,True,"(240, 239, 159)","(240, 239, 159)"
train,BraTS-MEN-RT-0403-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0404-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0405-1_t1c_bet.nii.gz,True,True,"(240, 240, 180)","(240, 240, 180)"
train,BraTS-MEN-RT-0406-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0409-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0410-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0411-1_t1c_bet.nii.gz,True,True,"(259, 259, 179)","(259, 259, 179)"
train,BraTS-MEN-RT-0412-1_t1c_bet.nii.gz,True,True,"(259, 259, 192)","(259, 259, 192)"
train,BraTS-MEN-RT-0413-1_t1c_bet.nii.gz,True,True,"(240, 240, 165)","(240, 240, 165)"
train,BraTS-MEN-RT-0414-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0415-1_t1c_bet.nii.gz,True,True,"(270, 270, 184)","(270, 270, 184)"
train,BraTS-MEN-RT-0416-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0417-1_t1c_bet.nii.gz,True,True,"(259, 259, 180)","(259, 259, 180)"
train,BraTS-MEN-RT-0418-1_t1c_bet.nii.gz,True,True,"(259, 260, 176)","(259, 260, 176)"
train,BraTS-MEN-RT-0419-1_t1c_bet.nii.gz,True,True,"(260, 260, 170)","(260, 260, 170)"
train,BraTS-MEN-RT-0420-1_t1c_bet.nii.gz,True,True,"(259, 259, 192)","(259, 259, 192)"
train,BraTS-MEN-RT-0421-1_t1c_bet.nii.gz,True,True,"(250, 250, 228)","(250, 250, 228)"
train,BraTS-MEN-RT-0422-1_t1c_bet.nii.gz,True,True,"(259, 259, 187)","(259, 259, 187)"
train,BraTS-MEN-RT-0423-1_t1c_bet.nii.gz,True,True,"(270, 270, 188)","(270, 270, 188)"
train,BraTS-MEN-RT-0424-1_t1c_bet.nii.gz,True,True,"(380, 380, 310)","(380, 380, 310)"
train,BraTS-MEN-RT-0425-1_t1c_bet.nii.gz,True,True,"(259, 259, 195)","(259, 259, 195)"
train,BraTS-MEN-RT-0426-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0428-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0429-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0430-1_t1c_bet.nii.gz,True,True,"(380, 380, 309)","(380, 380, 309)"
train,BraTS-MEN-RT-0431-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0433-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0434-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0435-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0436-1_t1c_bet.nii.gz,True,True,"(259, 259, 179)","(259, 259, 179)"
train,BraTS-MEN-RT-0438-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0439-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0440-1_t1c_bet.nii.gz,True,True,"(259, 259, 187)","(259, 259, 187)"
train,BraTS-MEN-RT-0441-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0442-1_t1c_bet.nii.gz,True,True,"(250, 250, 186)","(250, 250, 186)"
train,BraTS-MEN-RT-0443-1_t1c_bet.nii.gz,True,True,"(380, 380, 323)","(380, 380, 323)"
train,BraTS-MEN-RT-0444-1_t1c_bet.nii.gz,True,True,"(250, 250, 217)","(250, 250, 217)"
train,BraTS-MEN-RT-0445-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0447-1_t1c_bet.nii.gz,True,True,"(254, 254, 213)","(254, 254, 213)"
train,BraTS-MEN-RT-0448-1_t1c_bet.nii.gz,True,True,"(259, 259, 180)","(259, 259, 180)"
train,BraTS-MEN-RT-0449-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0450-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0451-1_t1c_bet.nii.gz,True,True,"(260, 260, 150)","(260, 260, 150)"
train,BraTS-MEN-RT-0452-1_t1c_bet.nii.gz,True,True,"(220, 220, 153)","(220, 220, 153)"
train,BraTS-MEN-RT-0453-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0454-1_t1c_bet.nii.gz,True,True,"(250, 250, 223)","(250, 250, 223)"
train,BraTS-MEN-RT-0455-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0456-1_t1c_bet.nii.gz,True,True,"(259, 259, 180)","(259, 259, 180)"
train,BraTS-MEN-RT-0457-1_t1c_bet.nii.gz,True,True,"(250, 250, 187)","(250, 250, 187)"
train,BraTS-MEN-RT-0458-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0459-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0460-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0462-1_t1c_bet.nii.gz,True,True,"(260, 260, 164)","(260, 260, 164)"
train,BraTS-MEN-RT-0463-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0464-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0465-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
train,BraTS-MEN-RT-0466-1_t1c_bet.nii.gz,True,True,"(270, 270, 171)","(270, 270, 171)"
train,BraTS-MEN-RT-0467-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0468-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0469-1_t1c_bet.nii.gz,True,True,"(169, 279, 250)","(169, 279, 250)"
train,BraTS-MEN-RT-0470-1_t1c_bet.nii.gz,True,True,"(240, 240, 162)","(240, 240, 162)"
train,BraTS-MEN-RT-0471-1_t1c_bet.nii.gz,True,True,"(250, 250, 186)","(250, 250, 186)"
train,BraTS-MEN-RT-0473-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0475-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0476-1_t1c_bet.nii.gz,True,True,"(270, 270, 172)","(270, 270, 172)"
train,BraTS-MEN-RT-0478-1_t1c_bet.nii.gz,True,True,"(380, 380, 240)","(380, 380, 240)"
train,BraTS-MEN-RT-0479-1_t1c_bet.nii.gz,True,True,"(160, 249, 249)","(160, 249, 249)"
train,BraTS-MEN-RT-0481-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0482-1_t1c_bet.nii.gz,True,True,"(250, 250, 175)","(250, 250, 175)"
train,BraTS-MEN-RT-0483-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0484-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0485-1_t1c_bet.nii.gz,True,True,"(250, 250, 180)","(250, 250, 180)"
train,BraTS-MEN-RT-0486-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0488-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0489-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0490-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0491-1_t1c_bet.nii.gz,True,True,"(256, 256, 185)","(256, 256, 185)"
train,BraTS-MEN-RT-0493-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0495-1_t1c_bet.nii.gz,True,True,"(230, 230, 176)","(230, 230, 176)"
train,BraTS-MEN-RT-0497-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0498-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0500-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0501-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0502-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0503-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0505-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0506-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0507-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
train,BraTS-MEN-RT-0508-1_t1c_bet.nii.gz,True,True,"(250, 250, 196)","(250, 250, 196)"
train,BraTS-MEN-RT-0509-1_t1c_bet.nii.gz,True,True,"(256, 256, 228)","(256, 256, 228)"
train,BraTS-MEN-RT-0510-1_t1c_bet.nii.gz,True,True,"(279, 279, 175)","(279, 279, 175)"
train,BraTS-MEN-RT-0513-1_t1c_bet.nii.gz,True,True,"(380, 380, 325)","(380, 380, 325)"
train,BraTS-MEN-RT-0514-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0516-1_t1c_bet.nii.gz,True,True,"(250, 250, 186)","(250, 250, 186)"
train,BraTS-MEN-RT-0517-1_t1c_bet.nii.gz,True,True,"(260, 260, 153)","(260, 260, 153)"
train,BraTS-MEN-RT-0519-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0520-1_t1c_bet.nii.gz,True,True,"(380, 380, 201)","(380, 380, 201)"
train,BraTS-MEN-RT-0522-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0523-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0524-1_t1c_bet.nii.gz,True,True,"(260, 260, 150)","(260, 260, 150)"
train,BraTS-MEN-RT-0525-1_t1c_bet.nii.gz,True,True,"(270, 270, 192)","(270, 270, 192)"
train,BraTS-MEN-RT-0526-1_t1c_bet.nii.gz,True,True,"(260, 260, 162)","(260, 260, 162)"
train,BraTS-MEN-RT-0528-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0529-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0531-1_t1c_bet.nii.gz,True,True,"(259, 259, 172)","(259, 259, 172)"
train,BraTS-MEN-RT-0532-1_t1c_bet.nii.gz,True,True,"(250, 250, 172)","(250, 250, 172)"
train,BraTS-MEN-RT-0533-1_t1c_bet.nii.gz,True,True,"(260, 259, 176)","(260, 259, 176)"
train,BraTS-MEN-RT-0534-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0536-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0537-1_t1c_bet.nii.gz,True,True,"(380, 380, 300)","(380, 380, 300)"
train,BraTS-MEN-RT-0539-1_t1c_bet.nii.gz,True,True,"(380, 380, 300)","(380, 380, 300)"
train,BraTS-MEN-RT-0542-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0543-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0544-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0545-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0546-1_t1c_bet.nii.gz,True,True,"(240, 240, 180)","(240, 240, 180)"
train,BraTS-MEN-RT-0547-1_t1c_bet.nii.gz,True,True,"(256, 256, 124)","(256, 256, 124)"
train,BraTS-MEN-RT-0548-1_t1c_bet.nii.gz,True,True,"(260, 260, 180)","(260, 260, 180)"
train,BraTS-MEN-RT-0549-1_t1c_bet.nii.gz,True,True,"(260, 260, 170)","(260, 260, 170)"
train,BraTS-MEN-RT-0550-1_t1c_bet.nii.gz,True,True,"(255, 255, 180)","(255, 255, 180)"
train,BraTS-MEN-RT-0551-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0553-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0554-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0555-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0557-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0558-1_t1c_bet.nii.gz,True,True,"(250, 250, 198)","(250, 250, 198)"
train,BraTS-MEN-RT-0559-1_t1c_bet.nii.gz,True,True,"(380, 380, 201)","(380, 380, 201)"
train,BraTS-MEN-RT-0560-1_t1c_bet.nii.gz,True,True,"(239, 239, 158)","(239, 239, 158)"
train,BraTS-MEN-RT-0561-1_t1c_bet.nii.gz,True,True,"(270, 270, 164)","(270, 270, 164)"
train,BraTS-MEN-RT-0562-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0564-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0565-1_t1c_bet.nii.gz,True,True,"(279, 279, 183)","(279, 279, 183)"
train,BraTS-MEN-RT-0566-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0567-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0568-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0569-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
train,BraTS-MEN-RT-0570-1_t1c_bet.nii.gz,True,True,"(260, 260, 227)","(260, 260, 227)"
train,BraTS-MEN-RT-0572-1_t1c_bet.nii.gz,True,True,"(229, 229, 158)","(229, 229, 158)"
train,BraTS-MEN-RT-0573-1_t1c_bet.nii.gz,True,True,"(259, 259, 198)","(259, 259, 198)"
train,BraTS-MEN-RT-0574-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0575-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0577-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0578-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
train,BraTS-MEN-RT-0579-1_t1c_bet.nii.gz,True,True,"(279, 279, 185)","(279, 279, 185)"
train,BraTS-MEN-RT-0580-1_t1c_bet.nii.gz,True,True,"(380, 380, 250)","(380, 380, 250)"
train,BraTS-MEN-RT-0581-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0582-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0583-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0584-1_t1c_bet.nii.gz,True,True,"(240, 240, 188)","(240, 240, 188)"
train,BraTS-MEN-RT-0585-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0586-1_t1c_bet.nii.gz,True,True,"(380, 380, 294)","(380, 380, 294)"
train,BraTS-MEN-RT-0587-1_t1c_bet.nii.gz,True,True,"(255, 256, 188)","(255, 256, 188)"
train,BraTS-MEN-RT-0588-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0589-1_t1c_bet.nii.gz,True,True,"(260, 260, 176)","(260, 260, 176)"
train,BraTS-MEN-RT-0591-1_t1c_bet.nii.gz,True,True,"(250, 250, 251)","(250, 250, 251)"
train,BraTS-MEN-RT-0592-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0593-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0594-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0596-1_t1c_bet.nii.gz,True,True,"(256, 256, 124)","(256, 256, 124)"
train,BraTS-MEN-RT-0598-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0599-1_t1c_bet.nii.gz,True,True,"(380, 380, 311)","(380, 380, 311)"
train,BraTS-MEN-RT-0600-1_t1c_bet.nii.gz,True,True,"(260, 260, 160)","(260, 260, 160)"
train,BraTS-MEN-RT-0601-1_t1c_bet.nii.gz,True,True,"(256, 256, 124)","(256, 256, 124)"
train,BraTS-MEN-RT-0603-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0605-1_t1c_bet.nii.gz,True,True,"(259, 259, 190)","(259, 259, 190)"
train,BraTS-MEN-RT-0607-1_t1c_bet.nii.gz,True,True,"(250, 250, 219)","(250, 250, 219)"
train,BraTS-MEN-RT-0608-1_t1c_bet.nii.gz,True,True,"(279, 279, 180)","(279, 279, 180)"
train,BraTS-MEN-RT-0609-1_t1c_bet.nii.gz,True,True,"(250, 250, 245)","(250, 250, 245)"
train,BraTS-MEN-RT-0610-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0611-1_t1c_bet.nii.gz,True,True,"(240, 240, 172)","(240, 240, 172)"
train,BraTS-MEN-RT-0612-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0614-1_t1c_bet.nii.gz,True,True,"(260, 260, 184)","(260, 260, 184)"
train,BraTS-MEN-RT-0615-1_t1c_bet.nii.gz,True,True,"(260, 260, 186)","(260, 260, 186)"
train,BraTS-MEN-RT-0616-1_t1c_bet.nii.gz,True,True,"(259, 259, 173)","(259, 259, 173)"
train,BraTS-MEN-RT-0617-1_t1c_bet.nii.gz,True,True,"(240, 240, 176)","(240, 240, 176)"
train,BraTS-MEN-RT-0618-1_t1c_bet.nii.gz,True,True,"(260, 260, 183)","(260, 260, 183)"
train,BraTS-MEN-RT-0619-1_t1c_bet.nii.gz,True,True,"(259, 259, 186)","(259, 259, 186)"
train,BraTS-MEN-RT-0620-1_t1c_bet.nii.gz,True,True,"(260, 260, 164)","(260, 260, 164)"
train,BraTS-MEN-RT-0621-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0623-1_t1c_bet.nii.gz,False,False,MISSING,MISSING
train,BraTS-MEN-RT-0625-1_t1c_bet.nii.gz,True,True,"(265, 265, 180)","(265, 265, 180)"
